postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
21226,https://api.github.com/repos/microsoft/TypeScript/issues/21226,issue,index signatur support symbol,typescript version code expect behavior compil success actual behavior ts index signatur paramet type must string number,support function class type alreadi cover automat close issu housekeep purpos issu label indic unaction moment alreadi address,2,3,signature|scripting,40,0.075,0.5023154616355896
13064,https://api.github.com/repos/rust-lang/rust/issues/13064,issue,json cannot decod non bmp charact escap,per rfc escap extend charact basic multilingu plane charact repres twelv charact sequenc encod utf surrog pair exampl string contain g clef charact u e repres legaci javascript ucs string semant rust decod escap properli produc option unwrap none,work nical long open pr rewrit jso make stream good coordin chang,3,4,decode|encode|scripting,59,0.06779661016949153,0.5021508932113647
1525,https://api.github.com/repos/rust-lang/rust/issues/1525,issue,str unsaf byte unsaf,unsaf function safe gener string function need scrutini,done,2,4,unsafe|safe,14,0.2857142857142857,0.5019321441650391
3709,https://api.github.com/repos/pytorch/pytorch/issues/3709,issue,save encod decod autoencod respect,train autoencod want save encod decod respect word want save layer model instead layer seem torch save save entir model anyon give suggest simpl exampl thank much class autoencod nn modul def init self super autoencod self init self encod nn sequenti nn conv stride pad b nn relu true nn maxpool stride b nn conv stride pad b nn relu true nn maxpool stride b self decod nn sequenti nn convtranspos stride b nn relu true nn convtranspos stride pad b nn relu true nn convtranspos stride pad b nn sigmoid def forward self x x self encod x x self decod x return x,post discuss forum issu code okay thank u,2,12,encode|decode,120,0.1,0.50175541639328
20892,https://api.github.com/repos/rails/rails/issues/20892,pr,standard actioncontrol paramet unsaf h return valu,per refer method return hash return hash return hash oppos consist,think make sens old call return actual object hwia mind merg,2,4,unsafe|hash,30,0.13333333333333333,0.5013493895530701
398,https://api.github.com/repos/nodejs/node-v0.x-archive/issues/398,issue,buffer buffer base encod decod,great abl base encod decod directli one buffer anoth without go intermedi string,buffer blob arbitrari binari data even initi base string data decod time insid buffer instanc want make copi buffer think actual interest someth differ e g buffer contain base encod data want transform buffer base decod whether want add anoth question,2,7,encode|decode,60,0.11666666666666667,0.5010864734649658
28955,https://api.github.com/repos/microsoft/TypeScript/issues/28955,issue,string liter type valid string cast,search term code expect behavior cast valid string actual behavior allow compil invalid string,violat typescript design principl requir output addit code type check cast type tell compil shh littl babi trust know type assert tell compil trust know type assert type cast languag perform special check restructur data runtim impact use pure compil typescript assum programm perform special check need work intend,5,9,validate|violate|scripting|signing|trust,70,0.12857142857142856,0.5007702708244324
2039,https://api.github.com/repos/rust-lang/rust/issues/2039,issue,append mutabl vector hashmap updat vector,import std map import std map hashmap std type mut elt mutabl elt int fn main let elt hash map str hash elt hash insert foo mutabl elt elt hash foo elt error u vec len elt hash foo elt expect see print instead see,valu semant similar c languag lisp javascript record copi store anoth place put hash tabl get caus repeatedli copi store record want actual singl valu,2,9,hash|scripting,77,0.11688311688311688,0.5006892681121826
350,https://api.github.com/repos/pytorch/examples/issues/350,issue,get unicodedecodeerror charmap codec decod byte x posit,run python main py cuda epoch word languag model get error traceback recent call last file main py line corpu data corpu arg data file c user banideotebook exampl master word languag model data py line init self train self token os path join path train txt file c user banideotebook exampl master word languag model data py line token line f file c anaconda lib encod cp py line decod return codec charmap decod input self error decod tabl unicodedecodeerror charmap codec decod byte x posit charact map look add encod utf insid data py like open statement error occur,,2,9,decode|encode,110,0.08181818181818182,0.5005359053611755
3542,https://api.github.com/repos/google/guava/issues/3542,issue,baseencod decodingstream decod invalid base string success,suspici behaviour stream base decod fail invalid base string wrote unit test method fail expect invalid base string second invalid base string fail expect method test guava jre,problem base decod work throw expect inputstream read byte int int strang behavior got fix work fix submit intern sync soon,3,9,encode|decode|validate,57,0.15789473684210525,0.5004121661186218
268,https://api.github.com/repos/PerfectlySoft/Perfect/issues/268,pr,fallback string tri decod number overflow int max rang,chang decod number overflow int rage string,cla assist committ sign cla,2,3,decode|signing,22,0.13636363636363635,0.500389575958252
23721,https://api.github.com/repos/laravel/framework/issues/23721,pr,default empti string valid signatur hash queri paramet,pr follow fix problem explain valid signatur signatur queri param present request throw sinc expect string compar return,,3,6,validate|signature|hash,27,0.2222222222222222,0.5003678798675537
19409,https://api.github.com/repos/microsoft/TypeScript/issues/19409,issue,cannot invok express whose type lack call signatur use union two type compat interfac,two type compat interfac one gener make gener produc result least one need gener two type use creat union type factori function use construct object either type depend condit typescript version code expect behavior method call valid actual behavior compil complain cannot invok express whose type lack call signatur type number x number number compat call signatur method call work type paramet strip,seem gener anyth error error seem valid given valid signatur pass argument see thank link work even add argument second function automat close issu housekeep purpos issu label indic unaction moment alreadi address,3,8,signature|scripting|validate,111,0.07207207207207207,0.49934670329093933
8219,https://api.github.com/repos/crystal-lang/crystal/issues/8219,issue,random secur rand rang sign integ rais overflowerror,rais overflow error happen unsign equival default random,,2,3,security|signing,17,0.17647058823529413,0.4993383288383484
211,https://api.github.com/repos/fzaninotto/Faker/issues/211,pr,fix integ valu overflow sign integ column,doctrin hint support unsign schema column mean default column sign mani dbm exampl popular dbm mysql max valu column chang upper bound integ gener safe zone fix except thrown doctrin sqlstate numer valu rang rang valu column number row,thank,2,4,signing|safe,48,0.08333333333333333,0.4991121292114258
12990,https://api.github.com/repos/microsoft/TypeScript/issues/12990,pr,make map type assign object string index signatur,fix,,2,2,signing|signature,10,0.2,0.498943567276001
29343,https://api.github.com/repos/microsoft/TypeScript/issues/29343,issue,child method valid return type,typescript version latest search term interfac return type valid deriv class code expect behavior method fail valid type similar pleas see playground link actual behavior error strang thing return non object number method show valid error pleas see playground link playground link,affect type declar type infer bodi typescript check see infer type compat sinc type forget valu origin fresh object liter undergo someth call widen undergo excess properti check check compat ok read type widen see go basic said method specifi return type type infer content chang type valid similar nice abl inherit expect return type without explicitli suppli suppos even tradit languag requir specifi close ticket thank,3,8,validate|scripting|forge,115,0.06956521739130435,0.4976596534252167
286,https://api.github.com/repos/magenta/magenta/issues/286,pr,refactor encod decod,refactor encod decod one hot encod event sequenc encod event sequenc encod decod melodi chord event sequenc encod decod fix bug lookback key melodi encod test,,2,11,encode|decode,30,0.36666666666666664,0.49740830063819885
7038,https://api.github.com/repos/netty/netty/issues/7038,pr,fix hash function hash tabl size snappi,motiv hash function snappi encod wrong probabl use instead see refer implement size hash tabl calcul appli modif fix hash function replac addit multipl alloc hash tabl calcul size trick calcul log releas buffer test result better compress test compress size instead chang extra alloc hash tabl bit faster calc shift less expens math oper,cherri pick ab c acdd c fd f e ea bc e thank push ups fix thank,2,8,hash|encode,80,0.1,0.4971962571144104
6281,https://api.github.com/repos/keras-team/keras/issues/6281,issue,variabl length sequenc sequenc autoencod,tri build sequenc sequenc autoencod variabl length sequenc float point wonder implement correct problem last code maximum length sequenc known truncat sequenc test phase anoth problem face rang avail possibl mask valu,,2,3,encode|availability,38,0.07894736842105263,0.49637654423713684
28983,https://api.github.com/repos/JuliaLang/julia/issues/28983,issue,use datafram method hash crash repl,version offici releas julia versioninfo julia version commit eaca c utc platform info os linux x pc linux gnu cpu intel r xeon r cpu e v ghz word size libm libopenlibm llvm libllvm orcjit skylak v pkg activ reltron pkg st project reltron v statu c f datafram v c json v aa cd sqlite v dfed test cf uuid julia use datafram julia method hash method gener function hash hash tupl h uint base tupl jl hash w weakref h uint base hash jl hash x expr h uint base hash jl hash x quotenod h uint base hash jl hash x uint h uint base float jl hash x int h uint base float jl hash x float h uint base float jl hash x float h uint base float jl hash x char h uint base char jl hash r regex h uint base regex jl hash x base prehash base multidimension jl hash v versionnumb h uint base version jl hash x cmd h uint base process jl hash x base andcmd h uint base process jl hash base secretbuff h uint base secretbuff jl hash x float h uint base hash jl hash frame base stacktrac stackfram h uint base stacktrac stacktrac jl hash base sha h uint base load jl hash pkg base pkgid h uint base load jl hash id libgit githash h uint libgit buildwork worker packag linux build usr share julia stdlib v libgit src oid jl hash cred libgit gitcredenti h uint libgit buildwork worker packag linux build usr share julia stdlib v libgit src gitcredenti jl hash x date year h uint date buildwork worker packag linux build usr share julia stdlib v date src period jl hash x date month h uint date buildwork worker packag linux build usr share julia stdlib v date src period jl hash random dsfmt dsfmt state h uint random dsfmt buildwork worker packag linux build usr share julia stdlib v random src dsfmt jl hash r random mersennetwist h uint random buildwork worker packag linux build usr share julia stdlib v random src rng jl hash r distribut rrid h uint distribut buildwork worker packag linux build usr share julia stdlib v distribut src messag jl hash r pkg type versionbound h uint pkg type buildwork worker packag linux build usr share julia stdlib v pkg src version jl hash pkg type versionspec h uint pkg type buildwork worker packag linux build usr share julia stdlib v pkg src version jl hash f pkg type fix h uint pkg type buildwork worker packag linux build usr share julia stdlib v pkg src type jl hash pkg pkg pkg type versioninterv h uint pkg pkg pkg type buildwork worker packag linux build usr share julia stdlib v pkg src pkg type jl hash pkg pkg pkg type versionset h uint pkg pkg pkg type buildwork worker packag linux build usr share julia stdlib v pkg src pkg type jl hash datastructur intset h uint datastructur home jami julia packag datastructur cimpo src int jl hash tupl vararg n n h uint base tupl jl hash tupl h uint base tupl jl hash p pair h uint base pair jl hash abstractarray h uint base abstractarray jl hash abstractdict h uint base abstractdict jl hash x namedtupl h uint base namedtupl jl hash x union bool int int int uint uint uint h uint base float jl hash z complex h uint base complex jl hash abstractset h uint base jl hash x abstractchar h uint base char jl hash g base unicod graphemeiter h uint base unicod string unicod jl hash ci cartesianindex h uint base iteratorsmd multidimension jl hash x ration union int int int int uint uint uint uint h uint base hash jl hash x irrat h uint base irrat jl hash x real h uint base hash jl hash union substr string string h uint base hash jl hash x union categoricalstr r categoricalvalu r r h uint categoricalarray home jami julia packag categoricalarray bks src valu jl error show valu type base methodlist error undefvarerror defin stacktrac show iocontext base genericiobuff array uint type system show lasterr caus error undefvarerror stacktrac show iocontext base genericiobuff array uint type error undefvarerror defin stacktrac show iocontext repl termin ttytermin type fatal error thrown except handler avail undefvarerror var rec backtrac buildwork worker packag linux build src stackwalk c record backtrac buildwork worker packag linux build src task c jl throw buildwork worker packag linux build src task c jl undefin var error buildwork worker packag linux build src rtutil c show home jami julia packag weakrefstr hon src weakrefstr jl jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c show datatyp show jl show show jl jl appli gener buildwork worker packag linux build src gf c print string io jl jl appli gener buildwork worker packag linux build src gf c print string io jl jl appli gener buildwork worker packag linux build src gf c show tupl call show jl jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c show spec linfo stacktrac jl show stacktrac jl unknown function ip x f jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c show none inlin show trace entri errorshow jl unknown function ip x f fe c jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c show trace entri none unknown function ip x f fb jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c show backtrac errorshow jl showerror errorshow jl unknown function ip x f c jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c showerror errorshow jl inlin display error client jl jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c display error client jl jl fptr trampolin buildwork worker packag linux build src gf c jl appli gener buildwork worker packag linux build src gf c jl appli buildwork worker packag linux build src julia h inlin jl f appli buildwork worker packag linux build src builtin c jl f appli latest buildwork worker packag linux build src builtin c invokelatest essenti jl inlin invokelatest essenti jl inlin start client jl jl appli gener buildwork worker packag linux build src gf c unknown function ip x ae unknown function ip x libc start main build glibc itybwn glibc csu csu libc start c unknown function ip x b,partli due type treason weakrefstr defin side need chang dispatch invalid type free variabl help avoid alt bump hit someth fwiw treason method sinc remov weakrefstr jl provid detail scenario involv load datafram think yes seem issu unrel one,5,78,hash|sha|credential|availability|validate,1201,0.0649458784346378,0.4954853951931
345,https://api.github.com/repos/microsoft/TypeScript/issues/345,issue,special overload signatur inherit broken,current releas compil follow work compil without error new compil error testcas ts special overload signatur assign non special signatur,error fix compil still inherit signatur correctli log,2,5,signing|signature,34,0.14705882352941177,0.49350881576538086
11141,https://api.github.com/repos/JuliaLang/julia/issues/11141,issue,valid utf string liter detect badli encod surrog pair,surrog charact encod separ byte utf charact detect either build liter call valid utf function,,2,4,validate|encode,25,0.16,0.493228018283844
2465,https://api.github.com/repos/rclone/rclone/issues/2465,pr,crypt objectinfo return notsupport instead empti string,sure make sens return empti string hash error seem bit dnager assum crypt backend return hash errunsupport hash valu,close sinc expect behavior accord,2,5,crypt|hash,32,0.15625,0.4930625855922699
14663,https://api.github.com/repos/golang/go/issues/14663,issue,crypto x oidsignaturedsawithsha incorrect valu,valu current defin per,oid defin incorrectli packag cl mention issu,2,2,crypt|signature,17,0.11764705882352941,0.49292421340942383
3806,https://api.github.com/repos/google/flatbuffers/issues/3806,pr,fix createstr alreadi encod string bytearray python,pass alreadi encod string python pass rais typeerror recogn instanc pass utf encod caus string doubl encod base class logic never reach case convert utf encod bytearray work python byte alia behav chang allow either alreadi encod string pass version python support fall back older version python restrict unencod string type use encod binari representaiton,mention test python test isinst case createstr make sure behav expect pre interpret handi knowledg python handl encod vs decod string prior version bit spotti know case str type unencod alway encod buy thank,2,12,encode|decode,97,0.12371134020618557,0.4921805262565613
7286,https://api.github.com/repos/PowerShell/PowerShell/issues/7286,issue,defin custom enum neg valu bypass valid cast assign,powershel gener valid numer assign valu cast operand custom type number part error report howev compris neg valu seemingli longer perform valid note c contrast valid design never perform step reproduc expect behavior invalid numer valu caus error case actual behavior compris neg valu result numer valu get valid print environ data,,3,10,bypass|validate|signing,62,0.16129032258064516,0.4921305477619171
12043,https://api.github.com/repos/yiisoft/yii2/issues/12043,issue,json encod behav differ json encod jsonserializ jsonseri return,document state json helper enhanc php built function json encod json decod chang behavior json encod behav differ json encod jsonserializ jsonseri return step reproduc problem expect result instead addit info q yii version master php version oper system ubuntu lts x,json encod behav differ json encod jsonserializ jsonseri return expect see chang behavior absolut true provid sever flag control thier behavior default yii use thier combin equal encod option need json encod json forc objectjson encod data json unescap slash json unescap unicod json encod data jsonserializ use anywher core thu normal serial model yii class affect ok,2,12,encode|decode,110,0.10909090909090909,0.4920947849750519
646,https://api.github.com/repos/tornadoweb/tornado/issues/646,issue,json encod json decod pass kwarg underli librari,reason json encod json decod helper escap modul pass kwarg underli json simplejson librari use expos function indent etc,see respons,2,4,encode|decode,30,0.13333333333333333,0.49182766675949097
6531,https://api.github.com/repos/keras-team/keras/issues/6531,issue,mask layer caus invalid argument error sequenc autoencod,hi tri build separ encod decod model base exampl tri defin encod decod separ make autoencod use lead error code train follow use np zero singl batch dummi data use train batch data fit memori tri chang includ batch size still show error made sure input correct dimens dtype float anyth use input encod model,get rid layer fix issu sure rid idea work correctli,3,8,validate|encode|decode,74,0.10810810810810811,0.4911488890647888
34,https://api.github.com/repos/django/django/issues/34,pr,fix raw password echo authent hash use,contrib auth hasher password usabl check encod string contain charact backward compatibilti unsalt md hash encod charact long string without charact assum usabl check password return true charact long plain password though,,5,11,password|authentication|hash|encode|salt,40,0.275,0.4909907281398773
7292,https://api.github.com/repos/facebook/hhvm/issues/7292,issue,stream transport miss return valu,hhvm version standalon code reproduc problem possibletransportprotocol stream transport var dump possibletransportprotocol expect result array string tcp string udp string unix string udg string ssl string tls actual result array string tcp string udp string unix string udg ssl tls stream work without problem sinc hhvm question stream transport function return ssl tls support applic check fall back unsaf connect minor fix hphp runtim ext stream ext stream cpp try creat pull request,,4,12,transport|ssl|tls|unsafe,79,0.1518987341772152,0.4899286925792694
37212,https://api.github.com/repos/golang/go/issues/37212,issue,runtim use fallback hash uncondit,first report sure relat saw differ map access perform case use interfac key instead excerpt go runtim aeshash go rc ms ms runtim memhash fallback ms ms runtim memhash use fallback hash unless processor aes instruct evidenc result,chang mention issu,2,7,hash|aes,47,0.14893617021276595,0.489111065864563
20266,https://api.github.com/repos/ethereum/go-ethereum/issues/20266,issue,neg sign integ index event input decod correctli,system inform geth version os version maco expect behaviour event emit neg sign integ size bit decod correctli actual behaviour treat unsign integ decod correctli step reproduc behaviour problem integ size bit neg valu encod evm size larger exampl etc etc non index input decod correctli via reproduc deploy follow smart contract try call observ valu return event via go ethereum,,3,8,signing|decode|encode,70,0.11428571428571428,0.488884836435318
16133,https://api.github.com/repos/rails/rails/issues/16133,pr,bytes instead size check cooki overflow,although cooki valu happen ascii string base encod semant incorrect check number charact cooki actual want check number byte consist furthermor unecessari coupl current implement use base encod valu,,2,5,cookie|encode,36,0.1388888888888889,0.48886990547180176
769,https://api.github.com/repos/vercel/hyper/issues/769,pr,preserv multi byte encod utf charact,pr tweak session data emitt properli decod data buffer use string decod modul provid api decod buffer object string manner preserv encod multi byte utf utf charact fix issu seen,amaz,2,5,encode|decode,38,0.13157894736842105,0.48863908648490906
13612,https://api.github.com/repos/microsoft/TypeScript/issues/13612,issue,dissallow paramet signatur overload,think overload ambigu sinc select return type base paramet signatur paramet signatur multipl overload nowaday checker cannot find appropri overload take first one think quit unsaf approach exampl clear cannot narrow either base paramet signatur select sinc one paramet signatur thu return type propos error overload paramet signatur,someth els involv gener match condit type even without use infer compil enforc keep behavior intact gener constraint contribut ident signatur word complain see indistinguish overload overload differ return type rule enforc got troubl far though think type paramet well though give exampl think one requir sinc follow express ambigu similar vein inform propos behavior implement pre ts remov later releas spec disallow paramet signatur ambient function declar duplic,2,9,signature|unsafe,122,0.07377049180327869,0.48852279782295227
8718,https://api.github.com/repos/keras-team/keras/issues/8718,issue,encod label ctc python,want appli connectionist tempor classif ocr task bunch imag text variabl length output text encod label case suppos simpl charact sequenc sequenc number repres charact sequenc one hot encod class possibl output either necessari pad label sequenc maximum possibl length decod model output normal readabl format,,2,4,encode|decode,51,0.0784313725490196,0.4881705939769745
119,https://api.github.com/repos/rapid7/metasploit-framework/issues/119,pr,fix fail gener error pass prefer encod payload gener method use rpc exampl gui window,framework encod req encod return nil exampl req encod utf encod correspond key framework encod hash us ascii encod platform encod match msgpack encod yes confus encod encod option match encod encod hash key phew,,2,15,encode|hash,51,0.29411764705882354,0.48800697922706604
29145,https://api.github.com/repos/microsoft/TypeScript/issues/29145,issue,typecast gener hash work expect,typescript version search term object gener code expect behavior one type cast provid type variabl provid base case actual behavior playground issu find,,2,2,hash|scripting,29,0.06896551724137931,0.4879627227783203
30187,https://api.github.com/repos/microsoft/TypeScript/issues/30187,issue,type window index signatur,accord string number index signatur understand string index signatur access disabl typescript due number access well type support use typescript attempt access frame requir ugli hackeri case typescript version version dev search term window index signatur code note expect behavior error actual behavior playground link turn,,3,8,signature|scripting|hack,51,0.1568627450980392,0.4874770939350128
37333,https://api.github.com/repos/microsoft/TypeScript/issues/37333,issue,multi index signatur,typescript version search term index signatur code expect behavior foobar combin two object properti actual behavior find key ts find keyof ts spec index signatur find object type contain one string index signatur one numer index signatur multi index signatur suggest offer better error situat add multi index signatur featur playground link,defin index signatur creat map type index signatur look map type contain keyword easili creat desir result use intersect type condit type type extendobj key keyof key key keyof q q key type extendobj key keyof keyof q key extend keyof key key extend keyof q q key never spec index signatur find object type contain one string index signatur one numer index signatur forget spec typescript specif document refer heavili outdat updat year issu mark question seen recent activ automat close hous keep purpos still wait respons question usual better suit,3,15,signature|scripting|forge,148,0.10135135135135136,0.48742350935935974
18533,https://api.github.com/repos/microsoft/TypeScript/issues/18533,issue,ts check implement overload function whether match signatur,typescript version code ts check function signatur whether compat overload function signatur ts report actual check function implement signatur compat exampl call infer string type actual number type eventu caus runtim error expect behavior report first second test function implement third test function signatur pass ts abl check implement signatur overload done type narrow actual behavior error,check ensur signatur suffici compat overload promis make api consum typescript allow flexibl possibl fulfil signatur implement unfortun realli simpl idea perform check effici perform check effici case op wonder check prohibit expens typescript design limit ts structur type system assign two type reli sole properti type e g exampl function correct dog anim shape shortcut use check order check branch return valu compat signatur compil check signatur top bottom one signatur match complex mn number branch n number signatur nontrivi overload function complex easili trigger memori error time consum ad annot requir branch manual tell ts branch match signatur insid function ts check narrow type return type outsid ts check signatur function annot function implement need map signatur annot pair automat close issu housekeep purpos issu label indic unaction moment alreadi address plan break limit,3,20,signing|signature|scripting,202,0.09900990099009901,0.48697519302368164
28642,https://api.github.com/repos/microsoft/TypeScript/issues/28642,issue,cannot enforc type shape assign conjunct,typescript version rc dev search term conjunct assign wrong type code expect behavior error f f b actual behavior error f playground link issu,guess type relax requir certain scenario name member howev index type string cover b rather expect fail spec subtyp intersect type least one constitu type subtyp assign assign assign assign string index unsound properti forgotten anoth exampl assign assign inde amount consequ unsound frighten quot spec advis spec last updat around year ago,3,10,signing|scripting|forge,84,0.11904761904761904,0.4862166941165924
27044,https://api.github.com/repos/microsoft/TypeScript/issues/27044,issue,index signatur lost empti intersect,typescript version ts playground sep search term index signatur lost inconsist intersect empti intersect code dumb version experienc whenev empti object type merg assumpt type signatur lost expect behaviour assum compliant type signatur sure actual behaviour whenev empti object type merg assumpt type signatur lost error comment singl line code playground link ts issu,appear directli relat look index signatur check need distribut intersect type,2,7,signature|scripting,71,0.09859154929577464,0.48617905378341675
9191,https://api.github.com/repos/elastic/elasticsearch/issues/9191,issue,nest numberformatexcept invalid shift valu prefixcod byte encod valu realli int,creat map snippet follow weight type integ search sort weight order desc score es server report nest numberformatexcept invalid shift valu prefixcod byte encod valu realli int use es cento,issu yesterday elasticsearch version order rankingtot throw error work fine remov order rankingtot strang order rank total sometim work sometim work face problem twice know fix happen give detail setup help see queri run perhap coupl simplifi document reproduc issu attach one simplifi document return queri queri sort three field follow follow one simplifi document know document rankingtot int third paramet sort rankingtot long valu remov sort rankingtot work properli still understand give exampl document full sourc json within queri result actual queri run preferr json use foselasticabundl project ask exampl document queri hi anoth field call differ type index creat map explicitli reli dynam map either sound two version field map differ try load fielddata sort field expect one datatyp suddenli encount differ datatyp henc except fix one rankingtot map reli dynam map map specif updat face problem sort integ paramet elast search map outboxprov map delet user properti statu type integ queri post outboxprov delet user search sort statu order desc queri match error error searchphaseexecutionexcept fail execut phase queri shard fail shardfailur kpf nymrlc ov wjq g outboxprov queryphaseexecutionexcept outboxprov queri constantscor cach type user size sort queri fail fail execut main queri nest elasticsearchexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest uncheckedexecutionexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest numberformatexcept invalid shift valu prefixcod byte encod valu realli int kpf nymrlc ov wjq g outboxprov queryphaseexecutionexcept outboxprov queri constantscor cach type user size sort queri fail fail execut main queri nest elasticsearchexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest uncheckedexecutionexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest numberformatexcept invalid shift valu prefixcod byte encod valu realli int kpf nymrlc ov wjq g outboxprov queryphaseexecutionexcept outboxprov queri constantscor cach type user size sort queri fail fail execut main queri nest elasticsearchexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest uncheckedexecutionexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest numberformatexcept invalid shift valu prefixcod byte encod valu realli int kpf nymrlc ov wjq g outboxprov queryphaseexecutionexcept outboxprov queri constantscor cach type user size sort queri fail fail execut main queri nest elasticsearchexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest uncheckedexecutionexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest numberformatexcept invalid shift valu prefixcod byte encod valu realli int kpf nymrlc ov wjq g outboxprov queryphaseexecutionexcept outboxprov queri constantscor cach type user size sort queri fail fail execut main queri nest elasticsearchexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest uncheckedexecutionexcept java lang numberformatexcept invalid shift valu prefixcod byte encod valu realli int nest numberformatexcept invalid shift valu prefixcod byte encod valu realli int statu like caus reli dynam map field ad differ map differ shard shard wrong map move anoth node offici map appli reflect data written disk work around creat map manual index issu resolv,2,34,validate|encode,550,0.06181818181818182,0.4854575991630554
214,https://api.github.com/repos/PerfectlySoft/Perfect/issues/214,pr,ad int int extens plu unsign,ad extens uint uint int int type fail convert string jsonencodedstr,,2,2,signing|encode,18,0.1111111111111111,0.48543405532836914
24472,https://api.github.com/repos/tensorflow/tensorflow/issues/24472,issue,ctc greedi decod result error c api,system inform written custom code os platform distribut linux ubuntu tensorflow instal sourc binari sourc tensorflow version command python version bazel version compil sourc gcc compil version compil sourc cuda cudnn version avail gpu model memori avail python code self seqlen tf placehold tf int none decod tf nn ctc greedi decod input ctcin dtbc sequenc length self seqlen python result graph def c api result raw ouput block correctli result ctc greedi decod c api pleas help thank,found problem forgot normal input batch data,3,7,decode|availability|forge,94,0.07446808510638298,0.4853065013885498
35943,https://api.github.com/repos/golang/go/issues/35943,issue,mislead signatur encod binari bigendian putuint,hello seem work byte slice insid requir slice least element size signatur allow put empti slice panic check insid propos chang byte byte make mislead signatur demand,thank note make chang break go compat guarante case routin go function expect slice larg enough oper,2,4,signature|encode,51,0.0784313725490196,0.4849521517753601
34834,https://api.github.com/repos/golang/go/issues/34834,issue,byte hash testsmhashersmallkey flake android arm corellium builder,builder,think go get invalid random data startup content actual random perhap zero length random reproduc behavior set hash algorithm arm use comment call differ part startup random data make hash length depend startup random data random zero probabl length depend hash goe away behavior see length hash collid length hash guess happen chanc probabl top bit two bit random number differ one bit shift recur inclin leav see happen happen let close reopen see,2,8,hash|validate,84,0.09523809523809523,0.48425716161727905
2247,https://api.github.com/repos/square/retrofit/issues/2247,issue,statu encod true encod true work,string statu charls statu encod,valid charact queri paramet valu thu incorrect encod automat correct,2,5,encode|validate,22,0.22727272727272727,0.4837445616722107
4581,https://api.github.com/repos/crystal-lang/crystal/issues/4581,pr,float hash base reduct float modulo prime,p hash bit design x hash hash whenev x numer equal even x differ type implement cpython,note propos implement return hash high bit valu equal term return suppos good hash differ binari represent float number equal canonic yes format close due accur,2,7,hash|signing,51,0.13725490196078433,0.4836611747741699
5116,https://api.github.com/repos/psf/requests/issues/5116,issue,cooki behavior,pardon profici python librari appear de facto refer client program languag well seem mani client return raw cooki valu requir raw cooki name librari subtitl project human human interest transport layer encod want human valu said expect result expect expect decod name paramet b return decod human valu actual result encod valu return name encod transport must pass encod name valu respons header,,4,11,cookie|transport|encode|decode,66,0.16666666666666666,0.48338714241981506
4207,https://api.github.com/repos/rails/rails/issues/4207,pr,deprec base encod,base strict encod instead btw plain encod decod etc base activesupport base,deprec noth els last mayb deprec entir cc yes deprec constant togeth deprec constant,2,4,encode|decode,30,0.13333333333333333,0.4833754003047943
23220,https://api.github.com/repos/godotengine/godot/issues/23220,issue,assign new object self valid,alpha output sourc base work assign new class variabl first present type error try error assign valu type base match variabl type self method chang assign self variabl print instead line method swap previou exampl,issu fix close inde duplic fix,2,5,signing|validate,47,0.10638297872340426,0.4831051528453827
4565,https://api.github.com/repos/denoland/deno/issues/4565,pr,move encod decod helper std encod utf ts delet std string,depend,,2,3,encode|decode,13,0.23076923076923078,0.4825620651245117
8927,https://api.github.com/repos/golang/go/issues/8927,issue,cmd gc unsaf pointer constant consid integ least within string x convers,consid constant type unsaf pointer legitim integr operand string convers report error operand variabl type unsaf pointer expect illeg sinc spec say unsaf pointer pointer type go type consid illeg,comment label chang ad repo main releas go statu chang accept cl mention issu,2,5,unsafe|integrity,57,0.08771929824561403,0.48233312368392944
