postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
23204,https://api.github.com/repos/golang/go/issues/23204,issue,crypto tls disabl specif cipher tls without suppli fulli popul ciphersuit tlsconfig,use go question around correct disabl certain cipher tls want disabl tls ecdh rsa des ede cbc sha tls rsa des ede cbc sha specifi ciphersuit ciphersuit tls config exampl ciphersuit uint tls tls ecdh rsa aes gcm sha tls tls ecdh rsa aes gcm sha tls tls ecdh ecdsa aes gcm sha tls tls ecdh ecdsa aes gcm sha tls tls ecdh rsa chacha poli tls tls ecdh ecdsa chacha poli tls tls ecdh rsa des ede cbc sha tls tls ecdh rsa aes cbc sha tls tls ecdh rsa aes cbc sha tls tls rsa des ede cbc sha tls tls rsa aes gcm sha tls tls rsa aes gcm sha tls tls rsa aes cbc sha tls tls rsa aes cbc sha tls config clientauth tls requireandverifyclientcert clientca capool ciphersuit ciphersuit howev new algorithm ad futur need keep updat remov certain algorithm default ie crypto tls cipher suit go line switch des suitedefaultoff runtim nicer solv problem anyth exist var ciphersuit ciphersuit ciphersuit order chosen ecdh come plain rsa aead top prefer tls ecdh rsa chacha poli ecdhersaka suiteecdh suitetl nil nil aeadchacha poli tls ecdh ecdsa chacha poli ecdheecdsaka suiteecdh suiteecdsa suitetl nil nil aeadchacha poli tls ecdh rsa aes gcm sha ecdhersaka suiteecdh suitetl nil nil aeadaesgcm tls ecdh ecdsa aes gcm sha ecdheecdsaka suiteecdh suiteecdsa suitetl nil nil aeadaesgcm tls ecdh rsa aes gcm sha ecdhersaka suiteecdh suitetl suitesha nil nil aeadaesgcm tls ecdh ecdsa aes gcm sha ecdheecdsaka suiteecdh suiteecdsa suitetl suitesha nil nil aeadaesgcm tls ecdh rsa aes cbc sha ecdhersaka suiteecdh suitetl suitedefaultoff ciphera macsha nil tls ecdh rsa aes cbc sha ecdhersaka suiteecdh ciphera macsha nil tls ecdh ecdsa aes cbc sha ecdheecdsaka suiteecdh suiteecdsa suitetl suitedefaultoff ciphera macsha nil tls ecdh ecdsa aes cbc sha ecdheecdsaka suiteecdh suiteecdsa ciphera macsha nil tls ecdh rsa aes cbc sha ecdhersaka suiteecdh ciphera macsha nil tls ecdh ecdsa aes cbc sha ecdheecdsaka suiteecdh suiteecdsa ciphera macsha nil tls rsa aes gcm sha rsaka suitetl nil nil aeadaesgcm tls rsa aes gcm sha rsaka suitetl suitesha nil nil aeadaesgcm tls rsa aes cbc sha rsaka suitetl suitedefaultoff ciphera macsha nil tls rsa aes cbc sha rsaka ciphera macsha nil tls rsa aes cbc sha rsaka ciphera macsha nil tls ecdh rsa des ede cbc sha ecdhersaka suiteecdh cipher des macsha nil tls rsa des ede cbc sha rsaka cipher des macsha nil rc base cipher suit disabl default tls rsa rc sha rsaka suitedefaultoff cipherrc macsha nil tls ecdh rsa rc sha ecdhersaka suiteecdh suitedefaultoff cipherrc macsha nil tls ecdh ecdsa rc sha ecdheecdsaka suiteecdh suiteecdsa suitedefaultoff cipherrc macsha nil,without bit work bug find share snippet code list runtim use tls client dummi memori server hook write littl ciphersuit filter func desir hope answer question gener tend forum question,8,261,crypt|tls|cipher|rsa|cbc|sha|aes|ecdsa,480,0.54375,0.6142660975456238
1720,https://api.github.com/repos/jumpserver/jumpserver/issues/1720,issue,bit dsa,bit dsa jumpserv jumpserv dsa issu,dsa dsa issu ssh keygan dsa securecrt rsa,3,8,dsa|ssh|security,17,0.47058823529411764,0.6024706363677979
9216,https://api.github.com/repos/etcd-io/etcd/issues/9216,pr,tls add cipher flag,wip implement tls cypher flag add new flag client server specifi tls cypher suit enabl full avail current seem work tls ecdh ecdsa aes gcm sha cipher suit provid list error etcd log see refus connect error etcd log tls ecdh ecdsa aes gcm sha provid insight appreci,help review thank sure thing refer work guess depend version openssl use support cipher suit mutual share server client test set singl arbitrari share cipher etcd etcdctl test case tls rsa aes gcm sha seem work fine quick look openssl latest use tls option mutual one one one note work depend version use tls rsa aes cbc sha aes sha tls rsa aes gcm sha aes gcm sha tls rsa aes gcm sha aes gcm sha tls ecdh rsa aes cbc sha ecdh rsa aes sha tls ecdh rsa aes gcm sha ecdh rsa aes gcm sha tls ecdh rsa aes gcm sha ecdh rsa aes gcm sha tls ecdh ecdsa aes cbc sha ecdh ecdsa aes sha tls ecdh ecdsa aes gcm sha ecdh ecdsa aes gcm sha tls ecdh ecdsa aes gcm sha ecdh ecdsa aes gcm sha default empti let go popul list priorit order close favor,9,86,tls|cipher|availability|ecdsa|aes|sha|openssl|rsa|cbc,203,0.4236453201970443,0.5956241488456726
5140,https://api.github.com/repos/dgraph-io/dgraph/issues/5140,pr,encrypt restor encrypt backup,part encrypt backup restor featur current restor tool restor p dir unencrypt whether backup encrypt stori allow restor encrypt key file use decrypt backup backup unencrypt restor remain unencrypt fix dgraph chang,,2,9,encrypt|crypt,37,0.24324324324324326,0.5614446401596069
1956,https://api.github.com/repos/Eugeny/terminus/issues/1956,issue,passphras given ed privat key passphras,use ed privat key work passphras use follow gener two ed key passphras without tri terminu connect key passphras passphras dialog pop follow messag display passphras work rsa ecdsa though,,3,4,private key|rsa|ecdsa,37,0.10810810810810811,0.5581614971160889
25478,https://api.github.com/repos/ampproject/amphtml/issues/25478,pr,aes gcm instead aes ctr swg decrypt,use aes gcm instead aes ctr decrypt swg crypto updat encrypt text test aes gcm,,3,9,aes|crypt|encrypt,23,0.391304347826087,0.5496666431427002
737,https://api.github.com/repos/rclone/rclone/issues/737,issue,crypt support public privat key public key crypto,less bug featur request discuss wrong place feel free close point correct place addit use password salt crypt remot use rclone encrypt decrypt public privat key pair allow rclone perform encrypt backup remot locat without need system rclone run decrypt backup exampl system compromis attack get access rclone conf file decrypt remot backup encrypt use public key privat key system data useless user privat key abl decrypt backup still requir rclone abl access metadata file use file content,think good idea encrypt file make session key encrypt public key store blob file header decrypt read blob file header decrypt privat key session key decrypt rest messag plan new random session key file need sure session key store anywher system includ log abl decrypt file without need public privat key,7,28,crypt|private key|public key|password|salt|encrypt|attack,138,0.2028985507246377,0.5329168438911438
27855,https://api.github.com/repos/laravel/framework/issues/27855,issue,support cipher aes cbc aes cbc correct key length,laravel version php version openssl b descript support cipher aes cbc aes cbc correct key length step reproduc even problem still exist,,5,12,cipher|aes|cbc|openssl|scripting,32,0.375,0.528709888458252
21267,https://api.github.com/repos/golang/go/issues/21267,issue,x crypto export privat key bundl,current support encrypt export privat key proper pgp format e g begin pgp privat key block,question go see yes,4,7,crypt|private key|encrypt|pgp,27,0.25925925925925924,0.523471474647522
27141,https://api.github.com/repos/rancher/rancher/issues/27141,issue,featur request snapshot cipher support dhe rsa aes gcm sha dhe rsa aes gcm sha,kind request question bug enhanc featur request featur request descript pleas add support follow cipher roll snapshot dhe rsa aes gcm sha dhe rsa aes gcm sha gz,,5,15,cipher|rsa|aes|sha|scripting,44,0.3409090909090909,0.5184301733970642
24139,https://api.github.com/repos/nodejs/node/issues/24139,issue,node crypto crypto createhash sha invalid key length,let key buffer allocunsaf let iv buffer allocunsaf let databyt buffer allocunsaf let key iv databyt let encryptdata encrypt aes databyt key iv consol log encrypt encryptdata let decryptdata decrypt aes encryptdata key iv consol log decrypt decryptdata encrypt aes function data key iv let md crypto createhash sha updat key digest hex consol log md md length const cipher crypto createcipheriv aes cbc new buffer md hex new buffer iv cipher setautopad true var encrypt cipher updat data base base encrypt cipher final base consol log encod messag encrypt return encrypt decrypt aes function data key iv let md crypto createhash sha updat key digest hex const deciph crypto createdecipheriv aes cbc new buffer md hex new buffer iv var decrypt deciph updat data base base decrypt deciph final base consol log decod messag decrypt return decrypt,hello want know byte key length use aes cbc pleas direct question api usag ivs length block size keep mind block size usual describ bit crypto createcipheriv aes cbc x repeat repeat string x ever use key ivs,11,57,crypt|hash|sha|validate|unsafe|encrypt|aes|cipher|cbc|encode|decode,185,0.3081081081081081,0.5162884593009949
2690,https://api.github.com/repos/square/okhttp/issues/2690,pr,updat cipher suit track chrome firefox,updat cipher suit spreadsheet track rank cipher suit updat ad support follow cipher suit tls ecdh ecdsa aes gcm sha tls ecdh rsa aes gcm sha tls rsa aes gcm sha recent ad chrome tls ecdh ecdsa chacha poli sha tls ecdh rsa chacha poli sha recent ad chrome firefox newli avail android drop support follow cipher suit tls dhe rsa aes gcm sha support recent version firefox chrome tls dhe rsa aes cbc sha tls dhe rsa aes cbc sha two cipher suit drop chrome v still present current releas firefox updat tls connect work chrome work okhttp vice versa,fyi merg let hold final releas lgtm,8,41,cipher|tls|ecdsa|aes|sha|rsa|availability|cbc,115,0.3565217391304348,0.5144694447517395
775,https://api.github.com/repos/Blankj/AndroidUtilCode/issues/775,issue,des key hexstr java secur invalidkeyexcept wrong key size,encryptutil string data hello encrypt demo string key skjkj ksh des string des encryptd hexstr data getbyt key getbyt des cbc pkc pad null symmetrictempl secretkeyspec key secretkeyspec secretkey new secretkeyspec key algorithm key secretkeyfactori keyfactori secretkeyfactori getinst algorithm deskeyspec deskey new deskeyspec key secretkey secretkey keyfactori generatesecret deskey,key secretkeyfactori key getbyt,4,6,security|validate|encrypt|cbc,63,0.09523809523809523,0.5124521851539612
6927,https://api.github.com/repos/envoyproxy/envoy/issues/6927,issue,envoy run set cipher suit,envoy run set cipher suit last dev build want abl two cipher suit ecdh ecdsa aes sha ecdh rsa aes sha boringssl support know envoy throw error try use cipher last two weak ecdh ecdsa chacha poli ecdh rsa chacha poli ecdh ecdsa aes gcm sha ecdh rsa aes gcm sha ecdh ecdsa aes sha ecdh rsa aes sha addit info run curv p p p know strong cipher compat window ios import fix help think bug question line narrow,hi bug version envoy run cc version envoy run cc run envoyproxi envoy alpin dev dd b f e b f ed c e dfcbb efc c daili releas boringssl support cipher suit thank info mayb compil support see ecdh hmac base ciphersuit rfc defin boringssl support compil time flag restor plan add one file ton constant lie around yet prune code reli right standard name legaci cipher suit identifi strong cbc mode cipher tls vulner lucki attack due flaw order encrypt mac standard name switch hmac sha hmac sha sha main problem cipher strong cipher suit tls ecdh pair aead bulk cipher one base aes gcm chacha poli everyth els legaci phase time thank much everybodi elucid support cipher suit,11,46,cipher|ecdsa|aes|sha|rsa|hmac|cbc|tls|vulnerability|attack|encrypt,207,0.2222222222222222,0.512371301651001
26317,https://api.github.com/repos/nodejs/node/issues/26317,issue,crypto privateencrypt fail ed privat key,version master platform linux subsystem crypto begin privat key mc caqawbqydk vwbcieihxlsxm lsq htyqjwqyfmpfeluuf koqp dqmggxxdl end privat key,,3,6,crypt|encrypt|private key,26,0.23076923076923078,0.506402313709259
162,https://api.github.com/repos/FFmpeg/FFmpeg/issues/162,pr,movenc support cenc common encrypt,support write encrypt mp use aes ctr conform iso iec new paramet ad encrypt scheme allow valu none default cenc aes ctr encrypt key bit encrypt key hex encrypt kid bit encrypt key identifi hex,see,2,9,encrypt|aes,42,0.21428571428571427,0.506089985370636
15487,https://api.github.com/repos/golang/go/issues/15487,issue,crypto tls add support sha cbc cipher,current attempt golang v interact rd parti ws api current limit support cipher tls dhe rsa aes cbc sha tls ecdh rsa aes cbc sha tls rsa aes cbc sha unfortun none overlap support go support cipher therefor eof respons current put golang nut mail list got respons phu includ add follow cipher tls ecdh rsa aes cbc sha tls rsa aes cbc sha tls rsa aes cbc sha appetit add support cipher suit core,tlsv server day hope go full tlsv cipher support futur releas cl mention issu cl mention issu,7,42,crypt|tls|sha|cbc|cipher|rsa|aes,100,0.42,0.501300573348999
48862,https://api.github.com/repos/flutter/flutter/issues/48862,issue,rsa encrypt decrypt signatur problem,flutter funcat cannot implement public key encrypt privat decrypt privat key encrypt public decrypt privat key signatur public key verif rsa format pkc pkc,refer follow librari ask librari think core function dart pleas file new issu featur request github page,6,14,rsa|encrypt|crypt|signature|public key|private key,47,0.2978723404255319,0.4974384605884552
8138,https://api.github.com/repos/golang/go/issues/8138,issue,crypto tls handshak failur,zhuoyikangbeliev bug crypto tls client erlang r b server crypto tls alway handshark error ssldump new tcp connect ip us west comput intern lt gt c gt handshak clienthello version cipher suit unknown valu xff tls dhe rsa aes cbc sha tls dhe dss aes cbc sha tls rsa aes cbc sha tls dhe rsa des ede cbc sha tls dhe dss des ede cbc sha tls rsa des ede cbc sha tls dhe rsa aes cbc sha tls dhe dss aes cbc sha tls rsa aes cbc sha tls rsa rc sha tls rsa rc md tls dhe rsa des cbc sha tls rsa des cbc sha compress method null gt c alert level fatal valu handshak failur gt c tcp fin c gt tcp fin cipher suit support erlang tls dhe rsa aes cbc sha tls dhe dss aes cbc sha tls rsa aes cbc sha tls dhe rsa des ede cbc sha tls dhe dss des ede cbc sha tls rsa des ede cbc sha tls dhe rsa aes cbc sha tls dhe dss aes cbc sha tls rsa aes cbc sha tls rsa rc sha tls rsa rc md tls dhe rsa des cbc sha tls rsa des cbc sha cipher suit support golang tls tls rsa rc sha uint x tls rsa des ede cbc sha uint x tls rsa aes cbc sha uint x f tls rsa aes cbc sha uint x tls ecdh ecdsa rc sha uint xc tls ecdh ecdsa aes cbc sha uint xc tls ecdh ecdsa aes cbc sha uint xc tls ecdh rsa rc sha uint xc tls ecdh rsa des ede cbc sha uint xc tls ecdh rsa aes cbc sha uint xc tls ecdh rsa aes cbc sha uint xc tls ecdh rsa aes gcm sha uint xc f tls ecdh ecdsa aes gcm sha uint xc b suport go tls inject fatal error gt c alert level fatal valu handshak failur bug meanwhil test golang tls comput erlang client work except work remot server convenienc give host port bodi help,comment label chang ad repo main releas go comment statu chang accept comment error messag much improv go beta obtain possibl error messag tell us wrong altern tcpdump need comment zhuoyikangit bug know server connect success support ecdh cipher suit support rsa report problem server manag chang config code work thank guy issu close comment statu chang retract,9,179,crypt|tls|sha|cipher|rsa|aes|cbc|ecdsa|inject,407,0.4398034398034398,0.4950081706047058
358,https://api.github.com/repos/Homebrew/legacy-homebrew/issues/358,issue,new formula ccrypt,ccrypt util encrypt decrypt file stream sha quag homebrew,push,3,5,crypt|encrypt|sha,14,0.35714285714285715,0.4943593740463257
193,https://api.github.com/repos/bitcoinbook/bitcoinbook/issues/193,issue,address pubkey hash pubkey,ch introduct privat public key said public key k one hash gener bitcoin address ch introduct privat key gener privat key random number said getnewaddress command secur reason display public key,display public key privat key public key save databas address deriv pubkey read sure getnewaddress display address deriv one pubkey,4,11,hash|public key|private key|security,56,0.19642857142857142,0.4914056062698364
17845,https://api.github.com/repos/golang/go/issues/17845,issue,x crypto openpgp readmessag support encrypt privat key,keyr use hold key decrypt use decrypt prompt function use decrypt privat key,fix,3,7,crypt|encrypt|private key,23,0.30434782608695654,0.4884750545024872
