answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
,2019-05-16 10:33:14.43 UTC,114,56166508,tri implement small privileg manag applic colleg tri elev process context standard user admin user credenti logonus api login admin user obtain token createprocessasus createprocesswithtoken obtain token problem though creat process administr privilegeselev anoth term run context admini user henc access network folder share standard user want run process context standard user privileg admin user got know settokeninform chang tokenus properti token tokenus alon chang standard user privileg remain admin user expect process run elev context standard user settokeninform fail error code 87mean invalid paramet pass know fail read somewher imposs chang tokenus token fix this? achiev tri,0.07017543859649122,8,access-token c++ process security windows,modifi access token usertoken user run process elev context standard user,5,security|privilege|credential|login|validate,0.9053813815116882
differ disabl privileg allow enabl later remov privileg token remov privileg mean cannot later re-en pass zero mean bit therefor privileg disabl token contain number privileg creat known bypass travers check user right assign section local secur policy/group polici alway enabl default ever disabl see kb823659 detail therefor paramet actual use user account control window vista later take raw logon token clone use flag creat filter token use start shell raw token hidden away run administr featur start program see privileg enabl process token use sysintern process explor equival zero defin given definit suggest zero valu mean privileg ever enabl subsequ used/remov never token privileg,2012-10-26 04:52:23.433 UTC,178,13080927,msdn articl enabl disabl privileg c++ provid code exampl show enabl disabl privileg access token quot part question mean zero valu member? accord document token_privileg structur attribut privileg combin follow valu &nbsp;it 0x00000002l &nbsp;it 0x00000001l &nbsp;it 0x00000004l &nbsp;it 0x80000000l see valid constant valu zero guess zero equal zero mean disabl privileg doubt disabl privileg done simpli set paramet adjusttokenprivileg anybodi explain zero valu realli,0.11797752808988764,21,c++ winapi windows,msdn code exampl enabl disabl privileg,6,privilege|validate|bypass|signing|security|user account,0.8958767056465149
want sampl code allow go security_mandatory_high_rid security_mandatory_medium_rid need open process token chang integr level - mandatori chang mandatori label token secur descriptor - otherwis abl open token write access - option call let downgrad current integr level alreadi rais intern system disabl privileg token integr level doubt document test next privileg disabl enabl still member admin group s-1-5-32-544 administr group disabl adjusttokengroup function cannot disabl group attribut - s-1-5-32-544 attribut chang primari process token possibl alreadi possibl process creat suspend state begin execut resum realli applic intermedi state downgrad integr level medium - one side lost signific privileg access object file registri key primari base privileg group membership mandatori label - vs integr level administr group still enabl token object explicit mandatori label medium default - app still abl open/cr files/key limit applic admin uac howev downgrad integr level - realli got limit applic legaci code incorrect work lowlevel integr minim code downgrad integr level exist thin point - token secur descriptor explicit label high integr process access polici mean open process token write access read access creat problem app place try open self process token access bad design code need queri process token properti instead access ask fail point prevent potenti issu chang mandatori label token secur descriptor downgrad integr,2017-06-19 14:44:34.957 UTC,251,44633587,applic need regist control run administr applic drop elev privileg longer need read done adjusttokenprivileg drop privileg c++ window found sampl code allow go security_mandatory_high_rid security_mandatory_medium_rid code written c++ use visual studio,0.11952191235059761,30,c++ winapi windows,drop elev privileg longer need,5,privilege|security|integrity|scripting|signing,0.8918970823287964
fcntl altern flock gener async-signal-saf system call semant make hard implement differ posix list async-signal-saf function posix like need explicit unlock lock releas automat file descriptor refer open file descript close call replac appropri call stdio function list async-signal-saf function often strongli async-signal-unsaf call probabl best replac set signal default action resend self shell know program exit signal abort command sequenc appropri instead signal handler put unsaf function exit handler use atexit updat gener put potenti block system call signal handler one avoid flag signal handler perform function want context main loop,2013-06-06 16:29:06.963 UTC,131,16967365,follow handler function someon told async-signal-saf find altern async-signal-saf function list accord link signal interrupt unsaf function signal-catch function call unsaf function behavior undefin make async-signal-safe? anoth solut execut receiv signal,0.183206106870229,24,asynchronous c c++ linux signals,make function async-signal-saf,4,signing|unsafe|safe|scripting,0.8907146453857422
clearli code thread-saf variabl signal uncontrol thread read run thread synchron approach thread-saf exactli one thread make code thread-saf respect specif variabl use sinc interest valu point read variabl flag constructor call multipl thread need synchron access cours,2015-08-23 11:27:06.553 UTC,104,32166135,want make control loop interfac method check loop break continu listen signalctrl+c get signal method return true seem interfac work sure interfac thread-saf loopinterface.h file loopinterface.cpp file use tell interfac work thread-safely? not? problem? addit problem one problem synchron code deadlock occur quit frequent call method lock found articl state thread-rel function call signal handler think find anoth synchron member variabl,0.1346153846153846,14,c++ multithreading thread-safety,interfac thread-saf,4,thread-safe|safe|signing|deadlock,0.88556969165802
token privileg ad creat non-elev token creat lesser privileg even secur broken non-elev process privileg simpli present enabl elev process present attack surfac matter depend user account controluac ref document user account control work uac enabl run processwithout elev restrict token administr remov group list even current user member administr group process cannot administr privileg uac disabl copi origin token limit follow regist disabledi uac recommend restart pc,2020-02-04 19:37:21,102,60064445,creat command gettokeninform obtain privileg inform current process ran elev non-elev elev run administr state privileg non-elev state 8 privileg enabl disabl 8 privileg return run non-elev,0.12745098039215685,13,c++ winapi,gettokeninform return statu privileg non-elev,4,privilege|security|attack|user account,0.8816026449203491
,2019-05-30 21:42:58.5 UTC,32,56385988,"cpi cps program disciplin compil restrict ? comput secur control-flow integr cfi two term code-point separ cps code-point integr cpi,a defin",0.15625,5,c++ pointers security,code-point separ cps code-point integr cpi program compil,2,security|integrity,0.8784125447273254
object alreadi exist paramet ignor paramet determin access right given new handl return function access right incompat secur permiss object call fail object alreadi exist paramet determin secur permiss assign newli creat object secur descriptor provid default permiss use paramet determin access right given new handl return function right restrict secur permiss newli creat object conceptu handl object open new permiss appli specifi dacl empti acl thu implicitli deni access everybodi access object via handl creat object duplic handl possibl open object even process unless first chang permiss allow note secur rule still appli creat object exampl obtain access right even newli creat object unless privileg emphas access object use exist open handl handl access right check current secur permiss object obtain particular access right open handl matter secur permiss object sinc chang deni right convers handl open access permiss need perform given oper cannot perform oper use handl even secur permiss object give right paramet import leav right particular oper need oper fail ask broad right deni access luckili case document straightforward take bit attent detail,2015-04-23 02:14:51.27 UTC,225,29812423,createsemaphoreex api window platform follow paramet lpsecurity_attribut lpsemaphoreattribut anddword dwdesiredaccess understand serv control access howev sure relationship differ exampl dwdesiredaccess synchron creat secur attribut empti dacl i.e access work together? anyon share inform purpos paramet interact togeth great thank,0.06666666666666667,15,c++ security windows,createsemaphoreex secur attribut vs access mask,4,security|signing|scripting|privilege,0.8692130446434021
think problem actual object object threadsaf howev seem simultan execut member function signal handler destructor solut remov race condit either lock destruct class idl bind signal handler instanc use / explicitli manag lifetim destructor magic run signal handler assum got disconnect mean time last refer bind-express [1] goe scope mean live coliru print full list [1] c++11 lambda cours,2014-06-23 12:38:46.527 UTC,134,24366160,boost signal deprec alway wrap connect manag signal invoc mutex order thread-saf boost signal 2 give out-of-the-box accord boost signals2 thread-safeti document possibl disconnect slot thread execut thread b.let assum creat object thread connect member function signal execut worker thread b reason need destroy thu disconnect exampl execut code print see access alreadi destroy object final end wrap signal mutex miss something? easier safe disconnect boost signal 2,0.1417910447761194,19,boost boost-signals2 c++ multithreading,safe disconnect boost::signals2,5,signing|safe|thread-safe|threadsafe|race condition,0.8679667115211487
solv issu use csidl_local_appdata instead csidl_common_appdata modifi code given yes run vs instanc admin privileg special permiss assign creat file either run program non-admin security_descriptor user access file creat secur descriptor new object c++ exampl link show registri key creat put createfil instead,2014-12-05 06:16:49.32 UTC,78,27309934,tri write file path return shgetfolderpath file creat given write protect follow code code creat file c:\programdata\lpa\config\lpa.config edit file pop dialog say writeprotect wrong,0.11538461538461539,9,c++ visual-c++ visual-studio-2010,creat file createfil function result write protect file,5,protect|privilege|signing|security|scripting,0.8640365600585938
reason exist avoid race condit get new socket set flag afterward normal want file descriptor close-on-exec first obtain file descriptor call thread program possibl race condit get file descriptor case set cloexec flag therefor linux recent chang system call return new file descriptor accept flag tell kernel atom close-on-exec flag make file descriptor valid race condit close wonder close exec exist case especi execut non-privileg program privileg one want file descriptor leak program,2014-03-10 15:40:28.297 UTC,98,22304631,basic need know purpos set sock_cloexec sit accept4.how check function flag return file descriptor accept,0.14285714285714285,14,c c++ linux sockets unix,purpos sock_cloexec flag accept4 o_cloexec,5,scripting|race condition|validate|privilege|leak,0.8621863126754761
wonder product avecto privileg guard accomplish task start process standard user administr privileg start understand nativ window api start process run administr privileg help develop secur softwar recommend follow best practic develop applic best practic secur api wonder product avecto privileg guard accomplish task start process standard user administr privileg hope resourc help understand,2019-04-05 07:06:44.513 UTC,100,55529964,wonder product avecto privileg guard accomplish task start process standard user administr privileges.i guess servic involv run system somehow play role familiar done process startup intercept modifi token someway? code unfortun caus know start,0.1,10,c# c++ security winapi windows,request start process administr window regular user,2,security|privilege,0.8616654872894287
spawn process handl return struct pass retriev process sacl/dacl construct new one deni call appli,2014-01-05 08:03:19.633 UTC,50,20931422,use follow code creat process secur right user process terminateprocess function kill call process read remov process_termin access right process unabl find inform,0.04,2,c++ process security winapi windows,remov process_termin access right process creat createprocesswithlogonw,1,security,0.8597167730331421
,2019-07-29 15:35:16.77 UTC,36,57257093,found exampl tri find call member function static content help wonder actual thread safe initi constructor better approach insur thread-safeti race condit occur resourc,0.25,9,c++ mutex signal-handling thread-safety,insur thread safeti signal handl outsid member function,4,signing|thread-safe|safe|race condition,0.858222246170044
possibl formal exist inform class take structur input document declar note process access token chang process thread singl thread yet begun execut realli xp/2003 less strict condit pspassignprimarytoken wrk primari token replac process thread one thread begin vista ad yet begun execut call self process need seassignprimarytokenprivileg privileg got without depend token type - got error exampl practic chang process token start process suspend state look exampl answer better function case anyway seem feasibl prepar token main thread pass token new thread imperson new thread call need imperson token,2019-09-02 07:37:11,154,57753029,typic imperson user call logonus access token user pass token impersonateloggedonus imperson howev imperson user call thread imperson chang process access token primari token? support access network share multipl thread spawn access differ part network share imperson remot user access share threads? imperson process first new thread spawn alreadi access inherit process primari token automat,0.032467532467532464,5,c++ impersonation security winapi windows,possibl imperson process access token,3,security|signing|privilege,0.8470864295959473
default protect ask - call function languag need thread-safeti need make wrapper class provid safeti make sure code bypass make ed method within wrapper class,2016-04-17 11:28:22.933 UTC,52,36675883,wonder requir c++ dll import c# use dllimport make complet thread safe given function c++ dll basic,0.1346153846153846,7,c# c++ multithreading,make importeddllimport c++ dll thread safe c,4,safe|protect|thread-safe|bypass,0.8365819454193115
,2019-03-15 10:00:05.39 UTC,53,55179971,want run applic context standard user elev privileg assum administr user credenti avail tri createprocesswithlogon createprocessasus run process context administr user instead standard user tri tokenv steal token concept still end run process context administr yet try lpenvironmentblock input createprocess method.ani idea,0.1320754716981132,7,c++ createprocess privileges security windows,run elev privileg context standard user,5,privilege|security|credential|availability|steal,0.8345048427581787
openthreadtoken fail imperson case imperson user permiss access thread token pass openasself = true,2011-01-27 15:19:56.83 UTC,126,4818183,issu long-ago written class thread-level imperson process spawn problem seem usag util class beyond anyon els tri first thread-level imperson use openthreadtoken duplicatetoken along impersonateloggedonus second attempt creat process use createprocessasus token obtain openthreadtoken / duplicatetoken issu run spawn process 1 fail error code 5 openthreadtoken spawn process 1 thread 1 openthreadtoken give guff ask token_access_al openthreadtoken &amp duplicatetoken fail actual thread 3 anybodi insight permiss actual need here? code spawn process imperson thread involv take thread token handl call impersonateloggedonuser.. anyth obviou wrong here? realli spawn process thread 1 - right info need handl back thread 3 is...not good solut good design,0.015873015873015872,2,c++ impersonation security winapi windows,multilevel usag thread imperson,2,security|signing,0.8332411050796509
impersonateloggedonus fail imperson privileg handl question invalid sure failur mode api,2011-02-13 03:23:37.297 UTC,66,4982237,window servic use order drop system permiss run anoth applic use current user right call fail applic execut servic go system right design good fix check return valu try determin possibl make function call fail case happen without modifi applic without administr rights? without fix cours yes how? thank,0.06060606060606061,4,c++ security winapi,condit impersonateloggedonus fail,4,security|signing|privilege|validate,0.8302287459373474
secur mutex event object secur secur kernel object appli access control list topic broad see follow resourc access control model dacl ace,2020-01-11 16:31:12,60,59696355,creat name mutex name event servic process synchron access data share process worri malwar user open name event start signal protect mutex allow open applic list,0.15,9,c++ windows multithreading winapi visual-c++,protect name mutex open anoth process winapi,5,protect|malware|signing|security|access control,0.8228167295455933
fail registri set limitblankpasswordus enabl default order disabl chang limitblankpasswordus valu hkey_local_machine\system\currentcontrolset\control\lsa zero chang group polici set secur option awar creat secur hole sinc allow remot logon account null password,2009-01-11 08:30:58.37 UTC,67,432570,user token logonus user account password? particular logonus fail account password valid account check blank password + check getlasterror == error_account_restrict need actual token return need function succeed,0.1791044776119403,12,c++ visual-c++ windows,user token logonus user account password,4,user account|password|validate|security,0.811192512512207
possibl restart process child process service? easili queri process command-lin origin spawn inject code run servic process launch new copi command-lin use cours servic run higher integrity/secur level injector run abl inject code want stop start child why? real benefit unless tri circumv os secur make process run higher integrity/secur level alreadi run danger secur breach os allow,2016-03-21 16:45:47.867 UTC,93,36136963,handl servic handl process possibl restart process child process service? yes it? servic process creat applic get handl get handl servic get handl process want stop start child,0.11827956989247312,11,c++ winapi,start process child process servic,5,inject|integrity|security|danger|breach,0.8104506731033325
answer question entir follow-up comment thread origin post disabl creation child process similar one enabl featur process note process elev work hold think flag support window 10,2018-12-31 05:00:39.26 UTC,52,53983764,say process creat use struct member updat attribut list process? instanc want modifi process prevent creat child process,0.019230769230769232,1,c++ security winapi windows-10,updat proc_thread_attribute_list process,1,security,0.8101932406425476
yes call valid thread object thread except thread error condit resource_deadlock_would_occur no_such_process thread valid invalid_argu fals,2019-12-25 14:23:29,39,59479272,allow call object creat differ thread given object properli synchron threads? exampl,0.15384615384615385,6,c++ c++11 multithreading thread-safety,creat std::thread object thread join thread b,4,thread-safe|safe|validate|deadlock,0.8093118667602539
sure set applic case alreadi two thing relax secur commun actionscript javascript actionscript system.security.allowdomain* and/or tag swf html allowscriptaccess paramet alway,2010-12-29 21:15:43.527 UTC,144,4557926,situat - 3d engin written c++ directx use awesomium gui window allow html javascript gui render within 3d environ awesomium wrap chromium browser render hmtl work fine includ swf playback problem come try commun swf movi javascript awesomium allow call javascript within c++ applic actionscript externalinterfac dread secur error ad variou statement swf file ad path swf file flash player global secur set list work exactli expect end user modifi flash player global secur accordingli hope workaround local applic call local html file load local swf file local applic commun local swf file errr local network transact sandboxing? tell swf movi trust particular sender application? flash 8/as2 thank help simon,0.125,18,actionscript c++ chromium flash security,relax flash secur local swf access local file,4,scripting|security|sandbox|trust,0.8053670525550842
pre-processor direct ad enabl autohotkey built x64 x64-compat dllcall code written help restrict extern function call restrict function dll call modifi getdllprocaddress defin script2.cpp exampl function want enabl dll build pre-load array disabl code explicitli specifi dll file need modifi switch statement near top disallow call function address note even restrict function call still possibl user exploit dllcall specifi incorrect paramet type secur approach code built-in function even simpl wrapper around specif extern function,2013-02-20 19:23:45.74 UTC,217,14988230,look autohotkey_l sourc code c++ intent modifi control dll call made secur purpos applic develop preprocessor direct sourc code make elimin dll function straightforward still need make dll call purpos applic want tightli control rather allow dll call entir winapi assum preprocessor direct elimin dll call function develop similar desir limit abil make dll call autohotkey question whether similar method place control dll function without complet elimin best bet dig sourc code method respons make dll call figur control paramet come allow certain calls? look autohotkey forum find anyth help help quick snippet direct control dll call preprocessor definit configur header file config.h line 9-14 exampl entri point enable_dllcal direct control whether dll function access script.cpp line 7910-7916 refer bif variabl builtinfunctiontyp get assign built function call ad func object get return,0.03225806451612903,7,autohotkey c++ dll security,standard protocol modifi dll call function autohotkey_l,4,security|scripting|signing|exploit,0.7999932765960693
c++ object reentrant type gener assum thread-saf document specifi anyth regard thread-safeti defens approach assum even reentrant take unprotect global mutabl state make class non-reentr though hard find argument requir see store content disk hope assum thing thread-saf even mutabl oper far-fetch without confirm document bar document want look implement see whether verifi reentranc least subset api,2012-06-19 16:10:36.643 UTC,68,11105023,read oper thread safe,0.17647058823529413,12,c++ hashmap multithreading thread-safety,thread safeti google/dense_hash_map,5,hash|thread-safe|safe|defense|protect,0.7834112048149109
"well,createtoolhelp32snapshot solv map everi process matter integrity.th processentry32 struct execut file need",2011-01-09 20:41:17.337 UTC,83,4641639,write bho execut extern process.if os vista greater user protect mode make bho run low integr process extern process tri execut list ie elvat polici list make run normal integr check process current run creat not.problem queri process higher integr minewhen :handl hprocess = openprocessprocess_query_inform | process_vm_read fals dwpid;i abl open process low integr queri process name low integr process? thank,0.10843373493975904,9,c++ internet-explorer security windows,queri process name low integr process,3,security|integrity|protect,0.78098464012146
,2017-07-03 14:12:11.79 UTC,23,44887777,attempt design thread-saf unordered_map contain ofstream implement valid? worker thread lock stream write call unlock function,0.17391304347826086,4,c++ c++11 multithreading,thread safe ofstream access,4,safe|signing|thread-safe|validate,0.778975784778595
,2016-01-29 16:11:58.287 UTC,129,35089015,servic run nt authority\system session 0 creat two children use createprocessasus current user session run domain\us session 1 child 1 call injector child 2 call injecte injecte creat suspend process creation flag injector call createremotethread injecte fail 8 googl look actual relat permiss interest injector success call injecte process injecte ran user account user account injector ran user account injecte child injecte ran user account hope diagram make easier visualis interestingli flag remov scenario succeed need must nuanc use system / session 0 mean child inherit someth deni access know use default paramet msdn say default secur descriptor user referenc htoken paramet token obtain wtsqueryusertoken current user use process explor view secur attribut type injecte show exactli inform drive crazi,0.17054263565891473,22,c++ code-injection security winapi windows,createremotethread fail createprocessasus create_suspend,5,inject|security|authorise|user account|scripting,0.7701215147972107
tri accomplish? creat block share memori extern process duplicatehandl creat handl memori applic window messag send handl valu applic access share memori applic understood correctli need open handl applic process instead give share memori block determinist name sharedmem_xxx xxx pid extern process send pid applic use window messag recreat name open share memori block understand name share memori share memori object name object open without usag need abl insid process find instead grant permiss everyon process creat process specifi secur descriptor process alreadi creat see http://msdn.microsoft.com/en-us/library/aa446654.aspx modifi secur descriptor process test approach start process explor see http://technet.microsoft.com/en-us/sysinternals/bb896653.aspx administr right open secur tab select process process modifi secur descriptor process abl without enabl,2010-08-03 20:51:35.4 UTC,208,3400675,use window hook send messag applic notifi window event everi applic system execut marshal messag paramet share memori extern process call duplicatehandl share handl applic instanc shall call openprocess process_dup_handl privileg requir actual everi applic abl send messag use architectur even need enabl sedebugprivileg extern process actual work except explor process sedebugprivileg token. document adjusttokenprivileg state adjusttokenprivileg function cannot add new privileg access token enabl disabl token exist privileg determin token privileg call gettokeninform function question is. add sedebugprivileg token explor process altern allow explor process call,0.08653846153846154,18,c++ elevated-privileges security winapi,duplicatehandl need openprocess access deni,3,privilege|security|scripting,0.7690984010696411
say yes read incorrect valu assign atom thu byte int valu written other yet come within singl assign,2014-12-11 13:21:11.31 UTC,59,27423889,suppos function execut logger thread thread start / stop log logger thread set share variabl thread check logger log see singl statement assign return valu check loop need access protect lock,0.13559322033898305,8,c c++ multithreading pthreads,need protect singl assign statement threadsafeti,4,protect|signing|threadsafe|safe,0.7652266621589661
note equival declar winnt.h sound ran process system_plu,2012-10-08 02:49:54.213 UTC,52,12774738,alli recent need integr level process found help msdn sampl code look know question sampl code correct integr level process dwintegritylevel 0x00004100l? security_mandatory_high_rid security_mandatory_system_rid? mean process security_mandatory_system_rid level security_mandatory_high_rid? sampl code wrong right determin integr level process,0.19230769230769232,10,c++ security winapi,determin integr level process,2,security|integrity,0.7612231373786926
believ either queri lsa polici sinc right need assign directli i.e assign group secur primit need enumer sid user token cross-refer lsa polici,2014-01-21 08:21:29.453 UTC,64,21252677,need abl check user right privileg attempt use token access accomplish list privileg check librari one unabl find solut accomplish test specifi right / privileg independently? clueless help right direct appreci,0.140625,9,access-rights c++ privileges windows,user right privileg window user account,4,privilege|user account|signing|security,0.7497860193252563
aslr enabl per process execut member cours must reloc check exe file process creat dynam reloc - - return exe file process open enough let us open even protect process bit say - aslr appli imag want queri exe file specif modul need first path modul open file creat section queri section exit got,2017-11-03 22:55:01.057 UTC,70,47105480,say process id winapi find aslr enabled/dis specif process,0.02857142857142857,2,c++ winapi windows-security,check aslr enabl process,2,security|protect,0.7413371205329895
